order_items_id,order_id,product_id,quantity,price
1702517158,25,160747,9,67.84
1702517159,26,115215,4,7.09
1702517160,26,60168,8,28.88
1702517161,26,16872,1,60.34
1702517162,26,128403,7,8.89
1702517163,26,120576,5,8.75
1702517164,26,22346,1,21.84
1702517165,26,115287,5,7.09
1702517166,26,193260,1,14.99
1702517167,27,100024,3,141.99
1702517168,27,46698,6,102.51
1702517169,27,139430,1,45.16
1702517170,27,60702,6,34.99
1702517171,28,33461,10,18.99
1702517172,28,112604,7,0.00
1702517173,28,95906,6,13.69
1702517174,28,190220,6,16.35
1702517175,28,11836,6,22.54
1702517176,28,116295,7,38.39
1702517177,28,133757,5,29.99
1702517178,28,7367,5,196.33
1702517179,29,130188,4,328.58
1702517180,29,86253,10,16.50
1702517181,29,136124,6,179.99
1702517182,29,32818,6,17.99
1702517183,29,134541,8,199.99
1702517184,29,19836,6,71.34
1702517185,29,161868,5,22.47
1702517186,29,177239,3,384.90
1702517187,29,187511,1,54.97
1702517188,30,145159,2,141.39
1702517189,30,82906,8,0.00
1702517190,30,52585,3,0.00
1702517191,30,93502,2,19.73
1702517192,30,189132,3,61.41
1702517193,31,31000,7,8.15
1702517194,31,7657,6,85.06
1702517195,32,193277,1,11.90
1702517196,32,145830,1,30.86
1702517197,32,131473,4,197.72
1702517198,32,156650,1,20.96
1702517199,32,169068,7,26.99
1702517200,33,26812,2,13.65
1702517201,33,134237,3,59.99
1702517202,34,152965,9,10.59
1702517203,34,190107,4,13.46
1702517204,34,61807,9,80.83
1702517205,34,68863,5,29.99
1702517206,34,168849,2,138.98
1702517207,34,77833,9,15.00
1702517208,35,65594,5,53.90
1702517209,35,12754,7,60.00
1702517210,35,159738,1,17.00
1702517211,35,117251,2,10.49
1702517212,35,43414,6,0.00
1702517213,35,39080,5,0.00
1702517214,35,51361,2,117.18
1702517215,35,143615,1,103.94
1702517216,36,107168,10,29.33
1702517217,36,729,5,190.00
1702517218,37,38025,7,59.08
1702517219,37,69248,7,97.34
1702517220,37,59798,5,57.39
1702517221,37,75660,3,56.29
1702517222,37,29677,7,13.85
1702517223,37,171553,9,727.88
1702517224,37,193217,4,83.44
1702517225,38,156357,5,22.24
1702517226,38,39139,6,0.00
1702517227,38,121995,10,16.99
1702517228,38,170224,6,75.50
1702517229,38,40681,10,29.99
1702517230,38,30651,1,8.18
1702517231,39,67288,1,0.00
1702517232,39,75902,4,65.44
1702517233,39,12232,1,64.99
1702517234,39,129020,3,49.19
1702517235,39,21189,8,74.95
1702517236,39,66989,8,73.99
1702517237,39,61836,10,49.99
1702517238,39,41244,7,59.99
1702517239,40,37869,7,0.00
1702517240,40,56220,9,0.00
1702517241,40,163964,7,109.99
1702517242,40,108256,10,0.00
1702517243,40,184630,5,229.00
1702517244,40,9032,6,24.67
1702517245,40,103394,3,1137.35
1702517246,40,133756,3,18.29
1702517247,40,77876,9,0.00
1702517248,41,118199,10,22.99
1702517249,41,61141,9,49.99
1702517250,41,165130,4,16.99
1702517251,41,68728,7,240.00
1702517252,41,187146,8,14.99
1702517253,42,66310,1,81.44
1702517254,42,4454,10,47.94
1702517255,42,17547,6,29.99
1702517256,42,13445,5,51.41
1702517257,42,69737,1,189.99
1702517258,42,160141,2,17.18
1702517259,42,143844,8,80.69
1702517260,42,121826,8,9.59
1702517261,42,120142,6,21.19
1702517262,42,5840,6,25.99
1702517263,43,159018,9,29.03
1702517264,43,123527,9,24.38
1702517265,44,10805,9,275.33
1702517266,44,63841,6,79.99
1702517267,44,85322,10,32.19
1702517268,44,72767,2,169.99
1702517269,44,56485,3,73.49
1702517270,44,83645,7,15.15
1702517271,45,52313,7,349.00
1702517272,45,183754,4,22.00
1702517273,45,140947,5,87.90
1702517274,45,51275,7,81.97
1702517275,46,69064,3,119.95
1702517276,46,9349,5,23.99
1702517277,47,62272,1,80.60
1702517278,47,134834,10,133.59
1702517279,47,3591,10,45.99
1702517280,47,141582,1,22.94
1702517281,47,116770,9,17.99
1702517282,47,47306,2,30.67
1702517283,47,162252,8,3.52
1702517284,47,40656,7,42.44
1702517285,47,58628,8,94.37
1702517286,47,160957,8,26.89
1702517287,48,105708,6,52.51
1702517288,48,171815,9,4193.72
1702517289,48,50245,2,36.25
1702517290,48,81134,9,18.00
1702517291,49,110678,10,69.99
1702517292,49,182696,1,17.99
1702517293,49,143557,6,31.20
1702517294,49,142872,3,9.99
1702517295,50,142780,4,28.89
1702517296,50,129548,9,271.38
1702517297,50,140894,10,89.89
1702517298,51,48445,10,204.43
1702517299,51,55819,3,49.33
1702517300,51,146779,7,0.00
1702517301,51,90535,7,0.00
1702517302,51,64712,9,24.00
1702517303,51,21013,9,17.99
1702517304,52,8728,6,158.95
1702517305,52,5779,5,20.99
1702517306,53,180039,3,13.38
1702517307,53,149170,4,45.51
1702517308,53,62707,8,69.98
1702517309,53,121879,9,32.84
1702517310,53,195028,5,0.00
1702517311,53,89306,1,3.80
1702517312,53,145249,8,13.66
1702517313,53,195663,7,28.21
1702517314,53,77695,8,7.99
1702517315,54,2661,9,12.26
1702517316,54,190167,7,35.99
1702517317,54,93581,9,0.00
1702517318,54,188876,1,12.90
1702517319,54,19928,6,129.95
1702517320,54,63909,2,49.99
1702517321,55,199649,5,15.20
1702517322,55,50817,7,300.58
1702517323,55,124087,7,139.56
1702517324,55,32294,8,8.99
1702517325,56,159506,10,10.54
1702517326,56,17378,7,44.99
1702517327,56,113970,10,0.00
1702517328,57,42375,1,50.10
1702517329,57,156472,8,37.38
1702517330,57,22419,4,19.99
1702517331,57,176915,1,134.29
1702517332,57,149841,6,0.00
1702517333,57,28472,10,8.15
1702517334,57,121226,10,37.99
1702517335,58,71873,6,63.10
1702517336,59,2221,5,14.88
1702517337,59,2852,10,96.97
1702517338,59,37708,5,38.76
1702517339,60,96460,10,42.01
1702517340,60,16012,1,88.14
1702517341,60,155801,6,9.63
1702517342,60,145110,3,92.00
1702517343,60,135033,9,384.99
1702517344,60,102964,5,2556.29
1702517345,60,25185,9,0.00
1702517346,60,10093,3,86.93
1702517347,60,27515,9,16.75
1702517348,60,2989,5,50.32
1702517349,61,108610,8,38.01
1702517350,61,157354,4,25.21
1702517351,62,93652,6,27.92
1702517352,62,33372,3,19.95
1702517353,62,165077,4,104.99
1702517354,62,62324,7,27.99
1702517355,62,184952,9,71.38
1702517356,62,170977,2,0.00
1702517357,62,83135,6,0.00
1702517358,62,44080,5,54.99
1702517359,63,180349,10,482.77
1702517360,63,183718,1,10.15
1702517361,63,131531,7,0.00
1702517362,64,50459,3,0.00
1702517363,64,119565,8,23.39
1702517364,64,159797,6,40.47
1702517365,64,24771,1,9.49
1702517366,64,115359,7,7.09
1702517367,64,70604,9,26.86
1702517368,64,86273,2,16.50
1702517369,64,164422,10,36.69
1702517370,65,197729,4,24.24
1702517371,65,170207,8,156.00
1702517372,65,84909,6,0.00
1702517373,65,123321,7,15.99
1702517374,66,105750,6,147.27
1702517375,66,165462,6,41.99
1702517376,66,120425,4,14.25
1702517377,67,190583,6,18.55
1702517378,67,117594,3,16.60
1702517379,67,6481,5,130.86
1702517380,67,42127,10,88.04
1702517381,67,108212,3,20.95
1702517382,67,195689,10,14.51
1702517383,68,70966,6,20.99
1702517384,68,68978,4,175.91
1702517385,68,114377,7,102.39
1702517386,68,46080,8,92.79
1702517387,68,62296,10,18.99
1702517388,68,73766,7,0.00
1702517389,68,76175,5,0.00
1702517390,68,171777,3,929.87
1702517391,69,21102,7,12.99
1702517392,69,177033,2,922.44
1702517393,69,92905,1,14.01
1702517394,69,19312,7,155.93
1702517395,69,15073,2,12.86
1702517396,69,159854,3,3.26
1702517397,70,104042,6,0.00
1702517398,70,195103,7,118.99
1702517399,70,189755,7,11.99
1702517400,70,16165,5,0.00
1702517401,70,3922,9,67.99
1702517402,70,57821,6,0.00
1702517403,70,56358,8,102.38
1702517404,70,120116,3,43.96
1702517405,70,143310,5,54.54
1702517406,70,166071,2,59.00
1702517407,71,26370,3,23.28
1702517408,71,19698,5,99.75
1702517409,71,121150,7,23.49
1702517410,71,61169,4,100.83
1702517411,71,32057,3,28.99
1702517412,72,90667,7,28.40
1702517413,72,53636,5,92.28
1702517414,72,94231,5,0.00
1702517415,72,40234,9,29.99
1702517416,72,101783,3,876.12
1702517417,72,94366,2,0.00
1702517418,72,121481,10,12.49
1702517419,73,166661,6,60.00
1702517420,73,8245,8,96.99
1702517421,74,176611,7,573.72
1702517422,74,54376,5,112.35
1702517423,74,36722,2,51.89
1702517424,74,69607,6,39.98
1702517425,74,73868,3,198.00
1702517426,75,148886,8,0.00
1702517427,75,146773,8,47.29
1702517428,75,184491,9,17.99
1702517429,75,107900,10,19.94
1702517430,75,22971,4,10.70
1702517431,75,160340,7,0.00
1702517432,75,171757,7,940.28
1702517433,75,51665,2,134.42
1702517434,75,155614,9,25.62
1702517435,75,114044,8,19.19
1702517436,76,184540,4,10.26
1702517437,76,191816,6,23.18
1702517438,76,110609,3,115.79
1702517439,76,176104,6,567.86
1702517440,76,12466,6,14.47
1702517441,76,196889,8,23.99
1702517442,76,20221,8,63.76
1702517443,77,22967,6,22.54
1702517444,77,161050,8,13.35
1702517445,77,73200,3,70.00
1702517446,77,18366,10,813.38
1702517447,77,187255,5,83.96
1702517448,77,115562,9,27.10
1702517449,77,97632,6,256.99
1702517450,78,116064,10,11.89
1702517451,78,142601,4,14.48
1702517452,78,57517,1,151.91
1702517453,79,107170,1,64.10
1702517454,79,160033,10,18.84
1702517455,79,167497,6,23.99
1702517456,79,114778,3,1.44
1702517457,80,26242,4,13.65
1702517458,81,31253,1,24.89
1702517459,81,47316,3,225.31
1702517460,81,155126,2,109.95
1702517461,81,147251,6,0.00
1702517462,81,13666,9,9.99
1702517463,81,159325,7,10.29
1702517464,81,29240,2,11.70
1702517465,81,90144,8,9.99
1702517466,81,145296,4,148.70
1702517467,81,32351,10,22.99
1702517468,82,139682,2,0.00
1702517469,82,64285,6,92.99
1702517470,82,178025,7,351.99
1702517471,82,157455,7,47.59
1702517472,82,169285,10,151.01
1702517473,82,144015,2,13.39
1702517474,82,27179,5,13.65
1702517475,82,25393,7,8.15
1702517476,82,28157,10,10.08
1702517477,83,29090,4,13.65
1702517478,83,45122,6,36.99
1702517479,83,89177,7,0.00
1702517480,83,56330,1,54.70
1702517481,83,185741,3,20.99
1702517482,83,84448,2,650.14
1702517483,83,40129,9,22.18
1702517484,83,11239,3,28.25
1702517485,83,37153,6,16.11
1702517486,84,167249,4,43.98
1702517487,84,65569,3,54.46
1702517488,84,175169,4,259.20
1702517489,84,191630,8,61.98
1702517490,84,13134,6,9.99
1702517491,84,105455,8,90.31
1702517492,85,118756,9,17.22
1702517493,85,69548,9,64.54
1702517494,85,147423,3,0.00
1702517495,85,126087,2,9.80
1702517496,85,140506,5,27.99
1702517497,85,18666,8,15.60
1702517498,86,188224,8,53.00
1702517499,86,160958,3,23.89
1702517500,86,180888,1,36.25
1702517501,86,14660,9,69.99
1702517502,87,58475,5,0.00
1702517503,87,176671,2,637.98
1702517504,87,40543,9,0.00
1702517505,87,25765,1,8.18
1702517506,87,196994,2,11.09
1702517507,87,124977,2,26.47
1702517508,87,504,7,41.99
1702517509,88,142837,7,22.14
1702517510,88,24926,3,9.49
1702517511,88,40728,4,6.99
1702517512,89,67782,5,99.69
1702517513,89,15669,8,11.99
1702517514,89,92449,4,16.82
1702517515,89,111327,3,11.36
1702517516,90,9975,4,55.95
1702517517,91,18470,3,49.10
1702517518,91,45034,2,65.90
1702517519,91,185801,9,15.05
1702517520,91,36250,8,24.35
1702517521,91,74981,3,68.37
1702517522,91,191943,1,16.63
1702517523,91,165212,1,43.09
1702517524,91,58451,3,129.99
1702517525,91,199225,8,17.99
1702517526,92,53167,8,62.99
1702517527,92,18820,3,0.00
1702517528,92,121275,5,17.39
1702517529,92,77865,2,0.00
1702517530,92,161729,5,9.28
1702517531,92,164107,4,32.07
1702517532,92,26714,1,66.70
1702517533,92,135913,9,66.99
1702517534,92,16100,6,57.39
1702517535,92,23298,9,16.45
1702517536,93,125110,7,0.00
1702517537,93,94969,3,15.19
1702517538,93,143139,4,82.50
1702517539,93,12775,3,56.99
1702517540,93,193022,9,19.32
1702517541,93,67909,7,0.00
1702517542,93,146394,9,89.85
1702517543,93,166908,1,259.99
1702517544,94,141086,2,40.82
1702517545,94,127407,7,75.44
1702517546,94,51444,7,54.69
1702517547,94,164487,10,45.98
1702517548,94,53020,2,78.35
1702517549,94,152472,5,74.95
1702517550,94,53457,9,0.00
1702517551,94,93268,7,18.15
1702517552,94,180347,7,502.57
1702517553,95,175231,9,421.20
1702517554,95,198335,8,19.80
1702517555,95,109816,6,60.74
1702517556,95,46397,6,90.00
1702517557,95,165449,10,47.66
1702517558,95,161807,5,13.23
1702517559,96,69082,8,89.99
1702517560,97,91739,3,19.31
1702517561,97,11015,8,23.99
1702517562,97,195812,4,19.99
1702517563,97,43828,1,59.99
1702517564,97,183950,1,199.97
1702517565,97,582,3,15.99
1702517566,97,132969,1,89.97
1702517567,97,48739,1,105.67
1702517568,97,169927,8,127.05
1702517569,98,84330,4,33.87
1702517570,98,45870,2,50.00
1702517571,98,4221,8,19.99
1702517572,98,74590,2,54.69
1702517573,98,56617,7,0.00
1702517574,98,47485,7,283.53
1702517575,98,88740,4,17.52
1702517576,98,11794,5,258.30
1702517577,99,25881,6,0.00
1702517578,99,152163,7,64.99
1702517579,99,38953,7,9.97
1702517580,99,107373,4,29.99
1702517581,99,30239,6,14.25
1702517582,99,69913,7,26.98
1702517583,100,132058,9,23.06
1702517584,101,5161,10,46.76
1702517585,101,134072,9,18.49
1702517586,101,5304,8,11.99
1702517587,101,128878,1,35.94
1702517588,101,180164,6,561.75
1702517589,102,178161,6,63.68
1702517590,103,61362,4,25.00
1702517591,103,9794,3,103.30
1702517592,103,175957,6,384.00
1702517593,104,83143,2,0.00
1702517594,104,136318,2,264.46
1702517595,104,191564,7,38.01
1702517596,104,127661,5,10.01
1702517597,104,74740,1,105.17
1702517598,104,80436,3,13.12
1702517599,104,146397,7,42.54
1702517600,104,114936,3,9.31
1702517601,104,67042,3,62.99
1702517602,105,31193,10,121.83
1702517603,105,20042,9,26.04
1702517604,106,89350,7,19.98
1702517605,106,95288,7,12.84
1702517606,106,175451,1,286.80
1702517607,106,16756,2,51.99
1702517608,106,125008,7,11.11
1702517609,107,107384,3,13.59
1702517610,107,132725,2,0.00
1702517611,107,12200,9,64.40
1702517612,108,108869,8,97.21
1702517613,108,68653,3,94.59
1702517614,108,99045,3,938.00
1702517615,108,18888,9,149.00
1702517616,108,126966,10,19.49
1702517617,108,97614,2,97.50
1702517618,108,79909,6,47.69
1702517619,108,84017,9,13.38
1702517620,109,191812,1,12.87
1702517621,109,21897,3,21.95
1702517622,109,34066,4,10.99
1702517623,109,91671,10,24.05
1702517624,109,173044,8,935.99
1702517625,109,150658,1,0.00
1702517626,109,31059,3,13.65
1702517627,110,168977,1,46.80
1702517628,110,28546,5,12.69
1702517629,110,182461,4,15.99
1702517630,110,178760,1,1148.71
1702517631,110,21689,1,84.68
1702517632,110,18475,4,85.16
1702517633,110,183532,1,15.79
1702517634,110,191277,1,36.40
1702517635,110,37801,7,22.99
1702517636,111,95687,7,11.48
1702517637,111,33808,4,12.99
1702517638,111,166485,9,309.99
1702517639,111,192819,6,17.22
1702517640,111,4476,4,21.99
1702517641,111,87577,7,86.08
1702517642,111,7188,5,25.09
1702517643,111,56658,5,118.23
1702517644,111,157910,8,39.72
1702517645,111,135568,6,77.19
1702517646,112,163703,4,130.99
1702517647,113,143677,9,39.99
1702517648,113,103399,8,788.70
1702517649,113,181128,5,33.50
1702517650,113,43216,10,36.40
1702517651,113,61741,7,44.99
1702517652,113,195327,2,73.07
1702517653,114,102027,4,975.99
1702517654,114,20847,4,62.56
1702517655,114,45472,1,39.99
1702517656,114,59824,6,21.99
1702517657,114,33268,6,19.99
1702517658,114,138645,6,114.75
1702517659,114,33356,1,26.45
1702517660,114,94680,8,0.00
1702517661,114,130800,7,0.00
1702517662,115,119821,1,16.99
1702517663,115,196421,7,13.82
1702517664,115,91691,9,162.89
1702517665,115,67199,9,0.00
1702517666,115,166280,8,31.94
1702517667,115,191946,2,29.04
1702517668,116,144390,7,84.74
1702517669,116,185565,1,23.99
1702517670,116,98011,6,0.00
1702517671,116,103845,9,0.00
1702517672,116,69972,1,25.34
1702517673,116,102183,5,0.00
1702517674,117,18105,1,31.99
1702517675,117,140465,3,28.09
1702517676,117,69942,7,100.17
1702517677,118,157340,8,0.00
1702517678,118,101167,10,349.48
1702517679,118,16854,4,28.43
1702517680,118,168708,9,93.63
1702517681,118,161662,9,9.97
1702517682,119,153602,3,0.00
1702517683,119,118910,9,32.95
1702517684,119,8312,9,22.95
1702517685,119,2949,3,48.99
1702517686,119,26814,3,13.65
1702517687,119,28103,10,13.65
1702517688,120,67909,10,0.00
1702517689,120,136948,7,29.00
1702517690,120,88693,7,32.99
1702517691,120,176153,7,11.52
1702517692,120,29160,9,13.65
1702517693,120,71395,2,0.00
1702517694,120,52518,5,175.49
1702517695,120,57753,10,204.27
1702517696,120,136663,9,33.67
1702517697,121,100514,7,1139.40
1702517698,121,62026,1,55.95
1702517699,121,186521,5,34.50
1702517700,121,97928,10,93.69
1702517701,121,114222,8,0.00
1702517702,121,85709,5,88.96
1702517703,121,149655,1,0.00
1702517704,121,187250,2,29.25
1702517705,121,131645,7,73.83
1702517706,121,59513,7,0.00
1702517707,122,182755,2,29.33
1702517708,122,61335,7,69.99
1702517709,122,133237,4,329.99
1702517710,122,37381,7,8.95
1702517711,123,61136,8,32.99
1702517712,123,118424,9,1.45
1702517713,123,51304,10,99.99
1702517714,123,169684,6,132.00
1702517715,123,43936,1,162.54
1702517716,123,111374,7,0.00
1702517717,124,52399,7,95.74
1702517718,124,76023,7,94.98
1702517719,124,191540,10,22.64
1702517720,125,22756,6,11.08
1702517721,125,68958,10,67.63
1702517722,125,3787,10,24.89
1702517723,126,20936,1,550.94
1702517724,126,109741,1,532.94
1702517725,126,109380,6,50.77
1702517726,126,147129,7,0.00
1702517727,126,175862,2,183.60
1702517728,126,117805,6,19.32
1702517729,126,6032,5,28.00
1702517730,127,98506,4,115.99
1702517731,127,194876,6,32.52
1702517732,127,98411,8,158.99
1702517733,127,167564,8,8.40
1702517734,127,157325,2,0.00
1702517735,127,189129,5,16.84
1702517736,128,36594,3,18.56
1702517737,128,131596,3,294.68
1702517738,128,164819,10,19.50
1702517739,128,146403,5,20.97
1702517740,129,116059,10,5.54
1702517741,129,44872,8,295.00
1702517742,129,170972,6,24.13
1702517743,129,7102,9,52.49
1702517744,129,63359,5,34.99
1702517745,129,53319,10,24.99
1702517746,129,146105,7,0.00
1702517747,129,4718,8,56.88
1702517748,129,173225,1,722.99
1702517749,130,40661,9,22.99
1702517750,130,13922,3,64.85
1702517751,130,121016,2,77.15
1702517752,131,33898,5,9.99
1702517753,131,31535,9,9.49
1702517754,131,7845,1,47.85
1702517755,131,68677,2,209.95
1702517756,132,140344,9,19.00
1702517757,132,113167,4,0.00
1702517758,132,180907,8,60.66
1702517759,133,61180,7,66.55
1702517760,134,31807,3,24.49
1702517761,134,188206,5,20.49
1702517762,134,151456,10,43.11
1702517763,134,137223,1,23.81
1702517764,134,22307,1,8.79
1702517765,134,140809,3,0.00
1702517766,134,42484,2,55.99
1702517767,134,139255,1,0.00
1702517768,134,196078,2,14.99
1702517769,134,65893,5,129.90
1702517770,135,156395,3,0.00
1702517771,135,161558,3,0.00
1702517772,135,143931,10,37.96
1702517773,135,76771,9,107.00
1702517774,136,199629,8,13.99
1702517775,136,10436,1,59.50
1702517776,136,140271,7,0.00
1702517777,136,3313,8,22.99
1702517778,136,184936,6,24.26
1702517779,136,124099,1,33.70
1702517780,136,65273,3,18.85
1702517781,137,182373,1,15.99
1702517782,137,199287,5,44.10
1702517783,137,178403,5,496.20
1702517784,137,91098,2,18.99
1702517785,138,410,5,84.80
1702517786,138,116497,6,10.99
1702517787,138,77367,2,35.99
1702517788,138,182053,8,12.85
1702517789,138,66698,5,0.00
1702517790,138,74395,1,0.00
1702517791,139,99847,8,57.91
1702517792,139,171602,7,611.88
1702517793,139,119254,3,22.10
1702517794,140,37419,4,39.95
1702517795,141,112663,7,8.29
1702517796,142,124745,3,0.00
1702517797,142,186751,4,38.33
1702517798,142,173491,3,0.00
1702517799,142,192203,10,59.59
1702517800,142,80278,2,240.70
1702517801,142,109685,8,63.99
1702517802,142,162867,6,65.98
1702517803,142,127153,5,44.79
1702517804,142,35204,7,26.33
1702517805,143,44829,8,92.00
1702517806,143,42827,7,139.99
1702517807,143,168450,7,86.79
1702517808,143,122858,10,12.99
1702517809,143,119148,10,9.99
1702517810,143,62767,8,63.88
1702517811,143,169857,7,19.99
1702517812,143,8982,3,0.00
1702517813,144,128260,5,23.05
1702517814,144,165318,3,39.95
1702517815,144,142072,4,94.99
1702517816,144,23419,9,19.08
1702517817,144,106691,3,32.95
1702517818,145,114174,8,7.09
1702517819,145,63391,2,100.00
1702517820,145,140867,5,12.14
1702517821,145,11300,8,19.98
1702517822,145,149335,7,6.52
1702517823,146,23207,1,119.72
1702517824,146,102787,1,71.33
1702517825,147,107695,6,45.81
1702517826,148,165909,2,52.76
1702517827,148,182915,2,10.94
1702517828,148,119880,9,8.22
1702517829,148,58951,3,125.17
1702517830,148,18730,8,16.25
1702517831,149,118177,2,11.49
1702517832,149,59364,1,0.00
1702517833,149,123154,3,11.15
1702517834,149,169882,9,64.02
1702517835,150,161454,5,24.39
1702517836,151,142235,2,115.99
1702517837,151,6027,8,20.24
1702517838,151,145066,5,127.23
1702517839,151,188603,2,103.89
1702517840,151,90285,3,0.00
1702517841,151,101595,2,272.48
1702517842,151,142594,6,24.05
1702517843,151,26614,1,3.09
1702517844,151,58974,3,141.74
1702517845,151,199422,10,24.12
1702517846,152,8525,4,36.68
1702517847,152,88231,2,13.99
1702517848,152,56110,8,74.31
1702517849,152,27846,3,13.65
1702517850,153,100886,6,2127.99
1702517851,153,107644,4,19.98
1702517852,153,51348,1,114.71
1702517853,153,143863,3,121.66
1702517854,153,182913,4,12.49
1702517855,153,178282,6,54.77
1702517856,153,28327,5,18.29
1702517857,153,98777,9,189.99
1702517858,153,100486,9,401.28
1702517859,153,9191,2,41.51
1702517860,154,3653,1,25.90
1702517861,154,105873,4,999.52
1702517862,154,72511,3,79.99
1702517863,154,30772,8,9.55
1702517864,155,118901,10,30.05
1702517865,155,40861,1,31.08
1702517866,155,19230,2,165.05
1702517867,155,42720,9,66.34
1702517868,155,154797,9,130.79
1702517869,155,18336,7,302.57
1702517870,155,108483,6,44.95
1702517871,156,120550,2,10.52
1702517872,156,135677,2,11.99
1702517873,157,59342,6,179.91
1702517874,157,96938,3,17.99
1702517875,157,13043,7,29.99
1702517876,157,699,2,20.99
1702517877,157,84394,2,482.35
1702517878,157,8639,2,135.65
1702517879,158,157543,9,18.20
1702517880,158,43783,3,269.99
1702517881,158,44534,5,88.90
1702517882,158,59535,1,198.99
1702517883,158,171992,3,549.94
1702517884,159,34302,6,33.97
1702517885,159,77592,5,64.83
1702517886,159,8224,4,38.00
1702517887,159,50011,8,23.99
1702517888,159,192500,7,50.83
1702517889,159,176208,8,267.48
1702517890,159,89584,9,39.89
1702517891,159,163873,9,249.99
1702517892,159,114293,4,0.00
1702517893,159,83818,1,22.02
1702517894,160,46971,5,107.77
1702517895,161,114829,4,21.11
1702517896,161,178145,3,0.00
1702517897,161,10642,10,38.94
1702517898,162,162298,6,32.71
1702517899,162,157191,5,12.69
1702517900,162,81826,9,0.00
1702517901,162,134897,7,112.32
1702517902,162,85870,10,13.99
1702517903,162,138904,10,0.00
1702517904,162,56212,8,80.17
1702517905,162,179935,10,15.39
1702517906,163,69948,9,61.61
1702517907,163,40575,1,27.26
1702517908,163,111193,9,0.00
